,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
4002,Calhoun,IL,Richland,62419,38.62003,-87.98541999999999,230,Urban,America/Chicago,Actor,5,46,28900.31,Widowed,Male,No,13.569120000000002,10,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),11.40214,147.4783,1326.326983,3,3,3,2,4,2,4,4
4003,Lithonia,GA,DeKalb,30058,33.73761,-84.10618000000001,57658,Suburban,America/New_York,"Engineer, civil (consulting)",0,61,12261.86,Separated,Female,No,12.20515,14,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),33.19612,149.9621,2960.494504,5,5,6,4,5,5,5,3
4004,Greenville,MS,Washington,38703,33.4807,-91.05896,12968,Urban,America/Chicago,Information systems manager,0,71,21896.48,Never Married,Nonbinary,No,8.156063,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),2.198687,172.4624,410.79352860000006,5,3,5,4,4,5,3,6
4005,Knoxville,TN,Knox,37902,35.96375,-83.92024,2349,Urban,America/New_York,Garment/textile technologist,0,43,36113.68,Never Married,Female,Yes,10.72443,9,2,1,No,Two Year,Yes,Yes,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,14.162989999999999,212.6695,1890.634177,2,2,3,5,1,3,4,2
4006,New River,AZ,Maricopa,85087,33.92352,-112.1279,8510,Suburban,America/Phoenix,"Administrator, arts",0,52,16375.5,Divorced,Female,No,9.762926,12,3,0,No,One year,No,No,None,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Mailed Check,6.408823,132.5127,874.6357853000001,4,6,4,5,4,4,3,3
4007,Spooner,WI,Washburn,54801,45.87255,-91.93446999999999,6672,Urban,America/Chicago,Museum/gallery conservator,1,50,27504.76,Married,Female,Yes,4.125868,9,1,0,Yes,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,2.438513,139.9678,520.3000287,3,3,3,3,3,4,4,4
4008,Springfield,MN,Brown,56087,44.24009,-94.97456,2988,Rural,America/Chicago,Social researcher,1,22,129473.6,Divorced,Male,Yes,8.367107,13,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,21.514329999999998,232.6228,2554.531054,3,4,3,4,3,4,4,3
4009,Dixie,WA,Walla Walla,99329,46.15643,-118.1453,153,Suburban,America/Los_Angeles,Early years teacher,1,52,7019.0,Separated,Male,No,6.239127,10,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,2.235315,149.9778,458.76916389999997,3,4,4,2,4,4,4,4
4010,Avon,MS,Washington,38723,33.22967,-91.03838,83,Suburban,America/Chicago,"Production designer, theatre/television/film",1,50,41192.07,Divorced,Male,Yes,11.75093,11,5,1,No,One year,No,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Electronic Check,4.5414069999999995,227.4754,895.8563667999999,4,4,4,3,5,4,3,4
4011,Hudson,FL,Pasco,34667,28.39201,-82.65805999999999,33960,Suburban,America/New_York,"Administrator, education",3,52,19839.57,Married,Female,No,11.26452,10,0,0,No,Month-to-month,Yes,No,DSL,No,No,No,No,No,Yes,Yes,No,No,Electronic Check,5.107455,129.9483,1113.503645,3,3,4,4,4,3,4,3
4012,Laurel Fork,VA,Carroll,24352,36.7148,-80.53313,1243,Urban,America/New_York,Insurance claims handler,3,81,40129.49,Separated,Male,Yes,4.955493,13,1,0,Yes,Two Year,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),13.79595,187.6094,2034.534213,3,4,3,1,4,3,2,3
4013,Norman,OK,Cleveland,73019,35.20599,-97.44355,0,Suburban,America/Chicago,Dealer,1,59,43660.04,Never Married,Female,Yes,14.66262,9,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,2.09057,184.9634,1028.550477,4,4,5,4,3,3,4,4
4014,Berkshire,NY,Tioga,13736,42.31852,-76.19835,2153,Rural,America/New_York,"Sales professional, IT",5,30,29715.31,Never Married,Male,No,10.35877,15,2,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),2.068518,194.9663,1291.115762,3,3,2,4,3,4,4,4
4015,Reading,MA,Middlesex,1867,42.535070000000005,-71.10555,25048,Urban,America/New_York,"Lighting technician, broadcasting/film/video",0,36,42046.1,Married,Male,No,11.39904,11,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,2.866331,162.4713,608.6804201,5,5,5,3,4,4,5,4
4016,Long Creek,SC,Oconee,29658,34.764759999999995,-83.28647,491,Urban,America/New_York,"Editor, commissioning",8,31,12265.71,Divorced,Male,No,9.170457,16,1,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,22.48816,169.9741,2470.214952,4,4,5,3,3,4,5,5
4017,Elk Grove Village,IL,Cook,60007,42.0076,-87.99298,33420,Suburban,America/Chicago,Radiation protection practitioner,0,62,81116.37,Divorced,Female,No,15.788839999999999,14,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,7.235575999999999,159.983,732.5653824,3,2,3,3,2,3,5,3
4018,Canada,KY,Pike,41519,37.58399,-82.32155999999999,1107,Rural,America/New_York,Water quality scientist,3,29,53936.98,Widowed,Nonbinary,No,6.130264,13,0,2,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),19.70995,194.9663,2592.211229,2,3,4,4,5,3,3,3
4019,Chantilly,VA,Loudoun,20152,38.91757,-77.50414,34191,Rural,America/New_York,Chief Technology Officer,6,72,43187.75,Separated,Nonbinary,Yes,8.936454,13,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,Yes,No,Electronic Check,7.368353,162.447,1379.566758,4,4,2,2,5,4,2,4
4020,Johnstown,PA,Cambria,15901,40.32837,-78.9142,3417,Rural,America/New_York,"Surveyor, land/geomatics",4,57,52230.66,Married,Female,Yes,11.36485,13,1,0,No,Month-to-month,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Credit Card (automatic),8.334589,172.4885,1447.593195,5,5,2,4,3,4,4,4
4021,Kempton,IL,Ford,60946,40.916509999999995,-88.20291,445,Urban,America/Chicago,Conference centre manager,3,59,56176.47,Separated,Female,No,15.6492,14,0,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Mailed Check,10.30326,127.4783,1463.304212,4,4,4,4,4,4,3,3
4022,Goodwell,OK,Texas,73939,36.77794,-101.7913,1709,Rural,America/Chicago,Materials engineer,2,32,34304.39,Widowed,Nonbinary,No,7.621503999999999,16,0,1,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,10.94068,182.4676,1326.472227,4,3,4,4,3,6,3,3
4023,Bellefonte,PA,Centre,16823,40.93769,-77.77303,30228,Suburban,America/New_York,Community arts worker,1,26,20770.05,Widowed,Male,No,8.180859,12,0,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),15.495920000000002,129.9621,2116.2636899999998,4,4,4,3,4,3,4,4
4024,Anita,PA,Jefferson,15711,41.00813,-78.96225,412,Urban,America/New_York,"Designer, interior/spatial",2,36,21302.51,Divorced,Male,No,9.986819,17,0,0,No,Month-to-month,No,No,DSL,No,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,15.196860000000001,159.9794,2095.117873,5,5,5,2,5,4,3,3
4025,Leon,OK,Love,73441,33.90457,-97.43061,165,Suburban,America/Chicago,Medical technical officer,3,36,34235.37,Never Married,Male,No,10.39631,10,3,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,14.914879999999998,92.45514,1851.710555,2,1,2,3,4,3,2,2
4026,Cassandra,PA,Cambria,15925,40.408559999999994,-78.64065,206,Rural,America/New_York,Mudlogger,1,71,6908.55,Divorced,Female,Yes,4.826642,13,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,8.710975999999999,184.9496,1450.84591,2,3,2,2,6,4,3,3
4027,Troy,MI,Oakland,48084,42.56064,-83.17572,15725,Rural,America/Detroit,Materials engineer,3,21,56188.74,Never Married,Male,No,8.959582000000001,9,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,14.17125,227.4754,1841.554887,5,5,3,5,3,4,4,5
4028,Vancouver,WA,Clark,98660,45.68773,-122.7319,12349,Urban,America/Los_Angeles,"Copywriter, advertising",0,51,1779.33,Widowed,Female,Yes,8.907172000000001,14,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),16.96026,184.9785,1796.0103530000001,3,2,3,5,3,3,4,3
4029,Point Pleasant,PA,Bucks,18950,40.442820000000005,-75.07146999999999,165,Rural,America/New_York,"Geneticist, molecular",4,62,11607.82,Widowed,Male,Yes,11.4166,6,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,1.6169790000000002,139.9349,962.2206822999999,3,3,4,4,4,3,3,4
4030,Linton,ND,Emmons,58552,46.23898,-100.3011,1668,Urban,America/Chicago,"Education officer, community",0,40,89377.1,Separated,Female,Yes,14.118310000000001,8,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,1.1151149999999999,169.9378,373.4091813,4,4,5,4,3,4,4,4
4031,Aurora,NE,Hamilton,68818,40.81766,-98.0083,5493,Urban,America/Chicago,Lexicographer,1,32,11098.33,Married,Female,No,7.210336,16,0,0,No,One year,No,Yes,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,17.31427,147.4713,1735.7073300000002,5,4,5,3,4,3,4,4
4032,Hightstown,NJ,Mercer,8520,40.25527,-74.53163,27093,Rural,America/New_York,Ophthalmologist,2,25,104452.6,Married,Male,No,15.825289999999999,13,0,0,No,One year,No,No,None,Yes,No,Yes,No,Yes,No,No,Yes,No,Bank Transfer(automatic),5.013991000000001,130.0064,952.2685798,2,1,4,1,5,1,1,3
4033,Muldraugh,KY,Meade,40155,37.93704,-85.99176,1066,Rural,America/New_York,"Administrator, sports",2,48,39855.47,Widowed,Male,No,9.217675,10,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Bank Transfer(automatic),3.983529,169.9447,704.9286557999999,2,2,2,2,4,3,3,1
4034,Scottville,NC,Ashe,28672,36.483290000000004,-81.32758000000001,16,Suburban,America/New_York,Seismic interpreter,1,49,47053.09,Divorced,Female,No,13.980170000000001,16,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),25.43027,124.9781,2198.49291,5,6,4,6,1,4,4,6
4035,Enterprise,MS,Clarke,39330,32.18562,-88.85773,2643,Suburban,America/Chicago,Metallurgist,1,72,55691.37,Never Married,Male,No,11.19035,12,1,1,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,No,Mailed Check,20.214129999999997,152.466,1932.932484,4,5,3,5,2,4,5,4
4036,Jamaica,NY,Queens,11433,40.69818,-73.78687,36489,Suburban,America/New_York,"Designer, ceramics/pottery",4,85,8435.92,Never Married,Female,No,9.069204,15,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),5.911651999999999,149.9621,769.3159079,5,5,4,3,3,3,4,4
4037,Minneapolis,MN,Hennepin,55418,45.02122,-93.24282,30211,Urban,America/Chicago,Clothing/textile technologist,1,62,61970.01,Married,Male,No,8.815017,13,0,0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Electronic Check,1.479514,117.4686,773.2252534,3,4,4,4,4,1,1,2
4038,Bayamon,PR,Bayamón,959,18.38485,-66.15583000000001,47459,Rural,America/Puerto_Rico,"Nurse, adult",7,63,51518.48,Widowed,Male,Yes,15.35795,12,2,2,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),1.25577,172.4705,1083.9050960000002,4,5,5,4,4,5,3,3
4039,Fence Lake,NM,Cibola,87315,34.742909999999995,-108.6828,188,Urban,America/Denver,Insurance risk surveyor,1,49,54101.82,Never Married,Female,No,7.708800999999999,13,0,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),15.856329999999998,167.4847,2196.848941,3,3,4,4,5,4,4,3
4040,Gully,MN,Polk,56646,47.77582,-95.63722,518,Suburban,America/Chicago,Osteopath,1,45,28468.2,Widowed,Female,No,11.08855,7,2,2,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Credit Card (automatic),3.903228,182.4538,634.6695443,3,3,4,3,5,3,4,4
4041,Shaktoolik,AK,Nome,99771,64.36188,-161.2063,294,Urban,America/Anchorage,Chartered loss adjuster,0,55,84724.98,Widowed,Female,No,9.993041999999999,10,1,0,No,One year,No,Yes,None,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,14.9206,184.9963,1652.974278,4,5,3,5,2,5,3,5
4042,Richmond,CA,Contra Costa,94804,37.921009999999995,-122.3416,41510,Rural,America/Los_Angeles,Careers information officer,3,58,31936.02,Divorced,Male,Yes,16.85843,12,0,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),12.983830000000001,184.967,1551.900975,3,2,3,4,2,4,3,4
4043,Jellico,TN,Campbell,37762,36.577059999999996,-84.12601,2845,Rural,America/New_York,"Research officer, government",0,41,19460.56,Widowed,Female,No,10.06905,12,0,0,No,One year,No,Yes,None,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,15.09343,137.4978,1502.9573269999999,3,3,4,2,4,3,4,3
4044,Randolph,WI,Dodge,53956,43.5418,-89.0182,3318,Rural,America/Chicago,Civil Service administrator,1,47,57786.83,Separated,Female,Yes,7.519369,16,2,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,10.52332,182.4676,1251.370897,3,3,3,4,3,3,4,2
4045,Pleasantville,NJ,Atlantic,8232,39.38769,-74.51489000000001,19403,Suburban,America/New_York,Architect,0,41,76658.88,Separated,Male,Yes,7.975836,13,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,2.343134,192.4404,625.8895244,6,6,4,2,4,5,3,4
4046,Milton,NH,Strafford,3851,43.4361,-71.01649,4072,Urban,America/New_York,Technical author,1,82,2477.91,Never Married,Male,No,8.679969999999999,20,0,1,No,One year,No,No,Fiber Optic,No,No,No,Yes,Yes,No,No,No,Yes,Mailed Check,7.91447,147.4738,831.3672852999999,4,5,3,5,3,4,4,4
4047,Skaneateles Falls,NY,Onondaga,13153,42.99654,-76.45361,382,Suburban,America/New_York,Hydrologist,3,37,5289.83,Separated,Female,Yes,12.23484,10,3,1,No,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,14.71579,242.6573,2044.7027719999999,4,4,5,4,4,3,1,3
4048,Belle Plaine,KS,Sumner,67013,37.37785,-97.27503,2824,Rural,America/Chicago,Scientific laboratory technician,0,81,23156.69,Married,Female,No,15.514510000000001,11,2,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,No,No,Yes,No,No,Credit Card (automatic),8.462764,104.9629,783.1783931,3,2,3,2,3,3,4,3
4049,Eureka,SD,McPherson,57437,45.79145,-99.59805,1380,Suburban,America/Chicago,Manufacturing engineer,2,38,35337.11,Never Married,Nonbinary,Yes,11.42866,10,0,1,No,One year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,3.3195650000000003,174.9882,1170.139527,4,4,5,3,3,3,3,3
4050,Buffalo,MT,Judith Basin,59418,46.79849,-109.9124,182,Urban,America/Denver,Tax inspector,0,42,30928.21,Separated,Male,Yes,13.929570000000002,13,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Mailed Check,4.557348,137.4392,638.0977736000001,5,6,5,3,2,6,4,4
4051,Wales,AK,Nome,99783,65.66335,-168.0232,170,Urban,America/Nome,Retail banker,2,38,29210.9,Divorced,Male,No,5.367668,9,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,4.839337,182.447,833.2996999,3,2,2,4,3,4,4,3
4052,Kingsland,AR,Cleveland,71652,33.930679999999995,-92.33570999999999,929,Suburban,America/Chicago,Ecologist,1,79,149968.0,Never Married,Female,Yes,10.813839999999999,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,13.48223,275.1336,1744.354966,2,3,5,2,3,4,4,3
4053,Lima,OH,Allen,45807,40.80636,-84.17079,12407,Urban,America/New_York,Maintenance engineer,1,71,9399.04,Widowed,Male,Yes,13.2598,9,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Credit Card (automatic),8.635904,172.4555,1076.282569,4,3,3,3,2,4,5,4
4054,Flagstaff,AZ,Coconino,86004,35.38763,-111.3848,35798,Suburban,America/Phoenix,Legal secretary,0,79,16970.75,Widowed,Female,Yes,9.621132000000001,18,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),11.449539999999999,265.1283,1537.073388,3,3,4,2,5,3,2,4
4055,Medicine Lake,MT,Sheridan,59247,48.511720000000004,-104.5351,321,Rural,America/Denver,"Surveyor, building control",7,59,45395.08,Widowed,Female,Yes,7.6596020000000005,10,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,12.516689999999999,270.1604,2408.542735,3,4,3,4,3,3,3,2
4056,Chebeague Island,ME,Cumberland,4017,43.73003,-70.11457,415,Urban,America/New_York,Animal nutritionist,4,67,43487.16,Separated,Female,No,13.828120000000002,12,1,0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,No,No,No,No,Mailed Check,6.811035,82.49655,696.2689909,3,3,6,4,3,3,4,2
4057,Grifton,NC,Craven,28530,35.37271,-77.41188000000001,6457,Rural,America/New_York,Mechanical engineer,3,61,26699.84,Separated,Male,No,8.689995,17,1,1,No,One year,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),12.35438,114.9509,1653.932692,1,1,2,4,3,2,4,2
4058,Phoenix,AZ,Maricopa,85027,33.6819,-112.0996,36539,Urban,America/Phoenix,Waste management officer,2,49,49081.51,Divorced,Male,Yes,7.330021,11,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),2.224168,212.6415,1249.9681779999999,3,2,3,3,4,3,3,2
4059,Alpena,SD,Jerauld,57312,44.20045,-98.37634,620,Rural,America/Chicago,Patent attorney,1,79,18071.31,Separated,Female,Yes,7.704948,12,1,1,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,4.825693,190.1599,863.4968707999999,4,4,4,3,4,3,5,3
4060,Hillsville,VA,Carroll,24343,36.76955,-80.70144,9791,Urban,America/New_York,"Horticulturist, commercial",0,19,61510.96,Married,Female,No,8.006475,11,1,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Mailed Check,11.691130000000001,149.9378,1722.3303809999998,3,3,3,5,3,4,3,5
4061,Bayside,TX,Refugio,78340,28.12487,-97.21094000000001,440,Urban,America/Chicago,Chiropodist,1,39,126678.4,Married,Female,No,12.275269999999999,16,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),20.25956,194.9581,2159.414298,5,5,5,4,3,4,4,4
4062,Erieville,NY,Madison,13061,42.86188,-75.75686,1073,Suburban,America/New_York,"Horticulturist, amenity",1,66,20455.42,Separated,Female,No,9.551625999999999,11,2,1,No,Two Year,No,No,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Mailed Check,6.979037,172.4871,992.6561706,4,4,4,3,4,3,4,4
4063,Wildwood,NJ,Cape May,8260,38.996590000000005,-74.83910999999999,12737,Suburban,America/New_York,"Nurse, mental health",1,37,24844.03,Married,Male,No,4.7142349999999995,15,2,1,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Mailed Check,19.46465,154.9755,2574.581362,4,4,5,5,4,5,4,4
4064,Center,KY,Metcalfe,42214,37.13986,-85.69147,694,Urban,America/Chicago,Risk manager,1,32,58887.16,Separated,Female,Yes,16.42306,8,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,2.415421,265.1283,981.7181093,3,3,3,3,4,3,3,3
4065,Pompano Beach,FL,Broward,33069,26.23566,-80.15791,27612,Suburban,America/New_York,Technical brewer,0,73,57265.89,Married,Male,Yes,7.706587,14,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Electronic Check,20.84965,242.6326,2280.034122,3,3,3,5,2,4,3,4
4066,Ideal,SD,Tripp,57541,43.603190000000005,-99.89583,208,Urban,America/Chicago,Community development worker,3,35,26190.71,Never Married,Male,Yes,7.755985000000001,11,0,0,Yes,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),3.245848,159.9805,721.3139824,4,3,3,4,1,6,6,4
4067,Tennessee,IL,McDonough,62374,40.40891,-90.91203,345,Urban,America/Chicago,Building surveyor,7,71,3360.57,Married,Female,Yes,10.40927,13,1,0,Yes,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),16.533379999999998,262.6106,2120.151113,4,5,3,2,5,2,1,2
4068,Onyx,CA,Kern,93255,35.68243,-118.0956,556,Urban,America/Los_Angeles,Investment analyst,1,40,21018.6,Divorced,Female,Yes,8.416539,15,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Credit Card (automatic),13.14021,187.6094,2006.605241,4,4,3,3,5,3,2,3
4069,Lake Stevens,WA,Snohomish,98258,48.0424,-122.069,32959,Suburban,America/Los_Angeles,Ranger/warden,0,65,27147.53,Widowed,Nonbinary,Yes,8.759495,14,0,0,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),4.736816,182.4433,1069.814443,5,5,4,3,4,3,2,2
4070,Cleveland,OH,Cuyahoga,44130,41.3778,-81.78683000000001,49787,Suburban,America/New_York,Art gallery manager,1,70,55025.02,Never Married,Female,Yes,9.725427,13,3,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),8.839856,257.6513,1882.174515,4,4,4,1,6,4,3,2
4071,Princeton,OR,Harney,97721,42.904140000000005,-118.5829,207,Urban,America/Los_Angeles,Insurance account manager,8,69,88400.34,Separated,Male,Yes,9.239935000000001,14,1,0,No,One year,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Electronic Check,1.964781,152.5104,1072.95902,4,4,3,4,4,5,4,3
4072,Calpine,CA,Sierra,96124,39.64338,-120.4505,329,Rural,America/Los_Angeles,"Surveyor, hydrographic",0,87,4464.62,Separated,Female,No,3.9546620000000003,8,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,11.37064,147.4738,985.0942313999999,3,2,3,2,5,2,3,2
4073,Convent,LA,St. James,70723,30.05947,-90.83847,1303,Rural,America/Chicago,"Engineer, aeronautical",1,78,13715.57,Divorced,Male,Yes,10.00211,11,0,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,8.761313000000001,174.9581,1549.953908,4,4,5,5,2,4,6,6
4074,Vernonia,OR,Columbia,97064,45.872640000000004,-123.2283,3241,Rural,America/Los_Angeles,"Loss adjuster, chartered",0,20,119318.8,Married,Female,No,8.373683999999999,11,1,0,No,One year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,14.87243,174.9581,2163.007664,4,3,3,4,1,3,5,4
4075,Fort Worth,TX,Tarrant,76116,32.72172,-97.44637,50640,Suburban,America/Chicago,Risk manager,8,45,16905.12,Married,Male,Yes,7.093203,7,2,0,No,Month-to-month,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),2.558218,197.484,1449.618401,4,4,4,3,4,5,3,3
4076,Ortonville,MI,Oakland,48462,42.84891,-83.42665,13958,Urban,America/Detroit,Health physicist,2,27,68836.22,Never Married,Female,Yes,8.653267,14,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,7.269016000000001,220.1149,1670.890036,2,2,2,4,4,3,2,2
4077,Lowman,NY,Chemung,14861,42.08987,-76.68478,1310,Urban,America/New_York,Clinical embryologist,0,27,85712.06,Separated,Male,Yes,9.18135,14,0,0,Yes,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),1.426775,217.484,756.1541962,5,4,4,1,4,3,4,4
4078,Canute,OK,Washita,73626,35.42136,-99.27903,1032,Rural,America/Chicago,"Programmer, systems",5,55,105157.2,Divorced,Female,No,10.80697,7,0,2,No,One year,No,Yes,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),21.31617,222.6792,2569.290158,2,3,4,3,5,4,3,5
4079,Lupton City,TN,Hamilton,37351,35.10096,-85.2615,375,Suburban,America/New_York,Merchant navy officer,0,44,27249.39,Separated,Male,Yes,7.387913,15,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,3.80496,207.6094,831.3552738,5,5,4,4,2,4,3,4
